,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
3707913,3710166,VIETNAM (SOUTH),VNAF,1972-03-01,1510608,SEADAB,A-37,BINH THUY,,,,0,0.0,,,0,A37,A37,,,SATAN B1,0,,,E445,2,,,526FS,,,SOUTH VIETNAM,,,,,UNIT: 526FS - CALLSIGN: SATAN B1,,27999007,NONKINETIC,-1,-1,,,,0.0,0
4225857,4229385,VIETNAM (SOUTH),VNAF,1971-04-17,1245333,SEADAB,A-1,BIEN HOA,,,,0,805.0,,,0,A1,A1,,,PHOENIXC,0,74.0,EXTRACTION (GPES),D520,2,,D,514FS,,,SOUTH VIETNAM,,,,,UNIT: 514FS - CALLSIGN: PHOENIXC,,27733732,NONKINETIC,-1,-1,,,,805.0,0
2702676,2703703,VIETNAM (SOUTH),VNAF,1969-12-30,985717,CACTA6669,A-37,PLEIKU,14.04280853,107.7758421,TROOPS,1,330.0,7.62MM,,6,A37B,A37,,,,30,3.0,AIR INTERDICTION,VZ003,3,IN COUNTRY - SIPA B,D,V50105,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZA00105410,##ABC11112222,9999NU,MISSION: VS2458 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZA,24081856,KINETIC,0,29,,,,345.0,-1
3387003,3388485,VIETNAM (SOUTH),VNAF,1974-09-24,521322,SEADAB,F-5,BIEN HOA,,,,0,800.0,,,0,F5,F5,,,,44,05,CLOSE AIR SUPPORT,0700,1,,D,536FS,,,SOUTH VIETNAM,,,,,UNIT: 536FS - CALLSIGN:,,27009721,KINETIC,-1,-1,,,,800.0,0
3659422,3661570,VIETNAM (SOUTH),VNAF,1973-10-10,1340861,SEADAB,UH-1,PLEIKU,,,,22,800.0,PASSENGERS,,0,UH1,UH1,,,,175,50.0,ADMINISTRATIVE,0816,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,27829260,NONKINETIC,-1,-1,,,,800.0,0
3750890,3753244,VIETNAM (SOUTH),VNAF,1971-09-27,1806938,SEADAB,UH-1,BINH THUY,,,,105,800.0,PASSENGERS,,0,UH1,UH1,,,97,467,48.0,LOG TROOP CARRYING,0750,97,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:       97,,28295336,NONKINETIC,-1,-1,,,,800.0,0
104368,104651,VIETNAM (SOUTH),VNAF,1972-02-19,1671666,SEADAB,U-17,BIEN HOA,,,,200,800.0,M129EA1 LEAFLETS(1K),,200,U17,U17,,,,77,38.0,PSYCHOLOGIC WARFARE,0725,4,,D,112LS,,,SOUTH VIETNAM,,,,,UNIT: 112LS - CALLSIGN:,,28160064,NONKINETIC,-1,-1,,,,800.0,0
4161126,4164504,VIETNAM (SOUTH),VNAF,1973-07-04,908579,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,30,50.0,ADMINISTRATIVE,0739,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,27396978,NONKINETIC,-1,-1,,,,800.0,0
3498154,3499915,VIETNAM (SOUTH),VNAF,1974-09-18,95082,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,7,44.0,ARMED HELICOPTER,0825,1,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:,,26583481,KINETIC,-1,-1,,,,800.0,0
3317618,3318932,VIETNAM (SOUTH),VNAF,1972-12-11,32090,SEADAB,A-37,PHU CAT,13.781388,107.650833,CONFIRM ENEMY LOC,4,355.0,MK81 GP BOMB (250),,250,A37,A37,,,B BEAR34,27,5.0,CLOSE AIR SUPPORT,C654,2,,D,532FS,,,SOUTH VIETNAM,,134653N1073903E,DDMMSSN DDDMMSSE,,UNIT: 532FS - CALLSIGN: B BEAR34,ZA,26520401,KINETIC,-1,-1,,,RNO ****,355.0,10400
249390,250048,VIETNAM (SOUTH),VNAF,1974-02-17,576787,SEADAB,UH-1,PLEIKU,,,,1,800.0,CARGO (TONS),,0,UH1,UH1,,,,100,48.0,LOG TROOP CARRYING,0787,1,,D,229HS,,,SOUTH VIETNAM,,,,,UNIT: 229HS - CALLSIGN:,,27065186,NONKINETIC,-1,-1,,,,800.0,0
4307194,4310906,VIETNAM (SOUTH),VNAF,1974-09-30,133598,SEADAB,RC-47,TAN SON NHUT,,,,0,800.0,,,0,RC47,RC47,,,,28,45.0,COMMAND/CONTROL,0815,1,,D,716RS,,,SOUTH VIETNAM,,,,,UNIT: 716RS - CALLSIGN:,,26621997,NONKINETIC,-1,-1,,,,800.0,0
423093,424140,VIETNAM (SOUTH),VNAF,1968-09-12,4836262,CACTA6669,A-1,BINH THUY,10.09511853,105.9737061,UNKNOWN\UNIDENTIFIED,0,105.0,,,0,A1H,A1,,,,18,3.0,AIR INTERDICTION,VB002,2,IN COUNTRY - VAMPIRE,D,V50040,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS07001600,##ABC11112222,9999N,MISSION: VS4370 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26323234,KINETIC,0,260,,,,120.0,-1
101582,101855,VIETNAM (SOUTH),VNAF,1975-03-24,1656789,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,165,44.0,ARMED HELICOPTER,0720,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,28145187,KINETIC,-1,-1,,,,800.0,0
4219534,4223047,VIETNAM (SOUTH),VNAF,1972-08-18,1210708,SEADAB,UH-1,DANANG,,,,28,800.0,LAU3/MA RKT LCHR (19),,342,UH1,UH1,,,16,120,44.0,ARMED HELICOPTER,0616,16,,D,233HS,,,SOUTH VIETNAM,,,,,UNIT: 233HS - CALLSIGN:       16,,27699107,KINETIC,-1,-1,,,,800.0,120680
3851374,3853994,VIETNAM (SOUTH),VNAF,1972-07-17,502886,SEADAB,A-1,BIEN HOA,11.496944,106.60388799999998,FOX HOLES,0,935.0,,,0,A1,A1,,,DRAGON B,33,5.0,CLOSE AIR SUPPORT,D343,2,,D,518FS,,,SOUTH VIETNAM,,112949N1063614E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON B,XT,26991285,KINETIC,-1,-1,,,DESTROYED,935.0,0
1840144,1841233,VIETNAM (SOUTH),VNAF,1966-09-08,2231534,CACTA6669,C-47,TAN SON NHUT,10.83385704,106.6456249,TROOPS,17,1540.0,MK-24,,25,C47,C47,,,,50,37.0,FLARE DROP,VQ004,1,IN COUNTRY - SOUTH VIETNAM,N,V00413,OVERCAST,GRND FWD AIR CNTL,SOUTH VIETNAM,,48PXS802980,##ABC111222,0306CF,MISSION: VS - CONTROL_TYPE: GRND FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,25089904,NONKINETIC,0,0,,,,1545.0,-1
147118,147496,VIETNAM (SOUTH),VNAF,1971-07-07,37296,SEADAB,AC-47,TAN SON NHUT,,,,29,2100.0,FLARES-MK24_MK6_LUUI8,,24,AC47,AC47,,,HLONG 03,22,5.0,CLOSE AIR SUPPORT,A037,1,,N,817CS,,,SOUTH VIETNAM,,,,,UNIT: 817CS - CALLSIGN: HLONG 03,,26525607,KINETIC,-1,-1,,,,2100.0,0
3531812,3533666,VIETNAM (SOUTH),VNAF,1972-06-08,486319,SEADAB,O-1,DANANG,,,,0,800.0,,,0,O1,O1,,,,150,18.0,VISUAL RECCE,0796,7,,D,120LS,,,SOUTH VIETNAM,,,,,UNIT: 120LS - CALLSIGN:,,26974718,NONKINETIC,-1,-1,,,,800.0,0
29763,29835,VIETNAM (SOUTH),VNAF,1972-01-22,1283781,SEADAB,A-37,DANANG,15.437222,107.335555,CONFIRM ENEMY LOC,4,820.0,MK81 GP BOMB (250),,250,A37,A37,,,SCORPN71,24,3.0,AIR INTERDICTION,B164,2,,D,528FS,,,LAOS,,152614N1072008E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCORPN71,YB,27772180,KINETIC,-1,-1,,,RNO ****,820.0,10400
3726013,3728299,VIETNAM (SOUTH),VNAF,1973-01-26,1568066,SEADAB,A-37,PHU CAT,14.5925,109.063333,,8,440.0,,,0,A37,A37,,,B BEAR24,22,5.0,CLOSE AIR SUPPORT,C652,2,,D,532FS,,,SOUTH VIETNAM,,143533N1090348E,DDMMSSN DDDMMSSE,,UNIT: 532FS - CALLSIGN: B BEAR24,BS,28056465,KINETIC,-1,-1,,,,440.0,42480
4645666,4650178,VIETNAM (SOUTH),VNAF,1973-10-17,527688,SEADAB,A-1,PLEIKU,,,,80,800.0,MK 82 GP BOMB (500) LD,,500,A1,A1,,,,220,3.0,AIR INTERDICTION,0735,1,,D,530FS,,,SOUTH VIETNAM,,,,,UNIT: 530FS - CALLSIGN:,,27016087,KINETIC,-1,-1,,,,800.0,424800
4316725,4320463,VIETNAM (SOUTH),VNAF,1972-02-19,201164,SEADAB,UH-1,BINH THUY,,,,28,800.0,LAU3/MA RKT LCHR (19),,342,UH1,UH1,,,15,140,44.0,ARMED HELICOPTER,0748,15,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       15,,26689563,KINETIC,-1,-1,,,,800.0,120680
3257112,3258284,VIETNAM (SOUTH),VNAF,1971-04-26,1196019,SEADAB,A-37,BINH THUY,10.111944,104.896944,,4,220.0,,,0,A37,A37,,,SATAN 21,26,5.0,CLOSE AIR SUPPORT,E458,2,,D,526FS,,,SOUTH VIETNAM,,100643N1045349E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 21,VS,27684418,KINETIC,-1,-1,,,,220.0,10400
667326,668434,VIETNAM (SOUTH),VNAF,1967-06-18,4349919,CACTA6669,A-1,BIEN HOA,10.93968472,106.2554812,TROOPS,16,216.0,250LB MK-81,,260,A1H,A1,,,,23,3.0,AIR INTERDICTION,VW009,2,IN COUNTRY - SOUTH VIETNAM,D,V50010,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT375095,##ABC111222,9999N,MISSION: VS3903 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,26164384,KINETIC,0,0,,,,232.0,-1
3598707,3600720,VIETNAM (SOUTH),VNAF,1970-04-22,1117684,SEADAB,A-1,BIEN HOA,9.651388,105.150277,,18,1000.0,,,0,A1,A1,,,DRAGON A,50,5.0,CLOSE AIR SUPPORT,E589,3,,D,518FS,,,SOUTH VIETNAM,,093905N1050901E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON A,WT,27606083,KINETIC,-1,-1,,,,1000.0,95580
215686,216253,VIETNAM (SOUTH),VNAF,1973-08-14,398718,SEADAB,UH-1,PLEIKU,,,,15,800.0,PASSENGERS,,0,UH1,UH1,,,,17,45.0,COMMAND/CONTROL,0849,7,,D,229HS,,,SOUTH VIETNAM,,,,,UNIT: 229HS - CALLSIGN:,,26887117,NONKINETIC,-1,-1,,,,800.0,0
3434379,3435988,VIETNAM (SOUTH),VNAF,1971-08-11,858412,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,2,57,53.0,MAINTENANCE,,2,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:        2,,27346811,NONKINETIC,-1,-1,,,,800.0,0
1297344,1298452,VIETNAM (SOUTH),VNAF,1966-04-29,3196839,CACTA6669,A-1,BIEN HOA,9.07531028,105.0680129,BUILDINGS,6,540.0,100LB PWP M-47,,105,A1,A1,,,,0,5.0,CLOSE AIR SUPPORT,J0004,3,IN COUNTRY,D,V50040,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PWR078031,##ABC111222,0359N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WT,25662061,KINETIC,0,0,,,,555.0,-1
4192739,4196196,VIETNAM (SOUTH),VNAF,1973-03-25,1073903,SEADAB,UH-1,PLEIKU,,,,12,800.0,PASSENGERS,,0,UH1,UH1,,,,85,46.0,COMBT TROOP CARRYING,0817,1,,D,229HS,,,SOUTH VIETNAM,,,,,UNIT: 229HS - CALLSIGN:,,27562302,NONKINETIC,-1,-1,,,,800.0,0
3957326,3960236,VIETNAM (SOUTH),VNAF,1972-01-20,1084435,SEADAB,AC-119,TAN SON NHUT,,,,0,800.0,,,0,AC119G,AC119,,,,42,54.0,AIRBORNE ALERT,0700,1,,D,819CS,,,SOUTH VIETNAM,,,,,UNIT: 819CS - CALLSIGN:,,27572834,NONKINETIC,-1,-1,,,,800.0,0
4202859,4206341,VIETNAM (SOUTH),VNAF,1974-01-03,1130966,SEADAB,EC-47,TAN SON NHUT,,,,0,800.0,,,0,EC47,EC47,,,,48,45.0,COMMAND/CONTROL,0872,1,,D,716RS,,,SOUTH VIETNAM,,,,,UNIT: 716RS - CALLSIGN:,,27619365,NONKINETIC,-1,-1,,,,800.0,0
356999,357927,VIETNAM (SOUTH),VNAF,1972-11-16,1169296,SEADAB,A-1,BIEN HOA,,,,0,0.0,,,0,A1,A1,,,DRAGONC1,0,,,D363,2,,,518FS,,,SOUTH VIETNAM,,,,,UNIT: 518FS - CALLSIGN: DRAGONC1,,27657695,NONKINETIC,-1,-1,,,,0.0,0
4359363,4363212,VIETNAM (SOUTH),VNAF,1974-06-29,888011,SEADAB,F-5,BIEN HOA,,,,0,800.0,,,0,F5,F5,,,,129,52.0,TRAINING,0855,1,,D,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN:,,27376410,NONKINETIC,-1,-1,,,,800.0,0
3251605,3252762,VIETNAM (SOUTH),VNAF,1974-10-01,1159511,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,20,52.0,TRAINING,0733,1,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,27647910,NONKINETIC,-1,-1,,,,800.0,0
3931087,3933931,VIETNAM (SOUTH),VNAF,1975-03-02,916274,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,40,44.0,ARMED HELICOPTER,0794,1,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:,,27404673,KINETIC,-1,-1,,,,800.0,0
3535840,3537702,VIETNAM (SOUTH),VNAF,1972-01-21,529626,SEADAB,UH-1,BIEN HOA,,,,5,800.0,CARGO (TONS),,0,UH1,UH1,,,29,160,48.0,LOG TROOP CARRYING,0748,29,,D,231HS,,,SOUTH VIETNAM,,,,,UNIT: 231HS - CALLSIGN:       29,,27018025,NONKINETIC,-1,-1,,,,800.0,0
4020000,4023038,VIETNAM (SOUTH),VNAF,1971-05-31,1867815,SEADAB,A-1,PLEIKU,,,,0,0.0,,,0,A1,A1,,,JUPITR11,0,,,C253,2,,,530FS,,,SOUTH VIETNAM,,,,,UNIT: 530FS - CALLSIGN: JUPITR11,,28356213,NONKINETIC,-1,-1,,,,0.0,0
4540760,4545011,VIETNAM (SOUTH),VNAF,1971-06-08,1833951,SEADAB,A-1,TAN SON NHUT,11.746111,105.812222,,16,650.0,,,0,A1,A1,,,DRAGON C,22,5.0,CLOSE AIR SUPPORT,D307,2,,D,518FS,,,CAMBODIA,,114446N1054844E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON C,WT,28322349,KINETIC,-1,-1,,,,650.0,84960
4080498,4083689,VIETNAM (SOUTH),VNAF,1970-11-25,495116,SEADAB,A-1,BIEN HOA,11.886666,106.175555,,0,830.0,,,0,A1,A1,,,DRAGON O,28,5.0,CLOSE AIR SUPPORT,D622,2,,D,518FS,,,CAMBODIA,,115312N1061032E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON O,XT,26983515,KINETIC,-1,-1,,,,830.0,0
30870,30945,VIETNAM (SOUTH),VNAF,1972-05-30,1284891,SEADAB,A-1,BIEN HOA,,,,0,800.0,,,0,A1,A1,,,,40,50.0,ADMINISTRATIVE,0870,2,,D,514FS,,,SOUTH VIETNAM,,,,,UNIT: 514FS - CALLSIGN:,,27773290,NONKINETIC,-1,-1,,,,800.0,0
3868113,3870773,VIETNAM (SOUTH),VNAF,1970-08-20,591858,SEADAB,UH-1,BINH THUY,,,,0,800.0,,,0,UH1,UH1,,,10,46,53.0,MAINTENANCE,7352,10,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       10,,27080257,NONKINETIC,-1,-1,,,,800.0,0
59390,59549,VIETNAM (SOUTH),VNAF,1973-11-14,1439435,SEADAB,O-1,CAN THO,,,,0,800.0,,,0,O1,O1,,,,67,36.0,FAC/TAC,0780,1,,D,116LS,,,SOUTH VIETNAM,,,,,UNIT: 116LS - CALLSIGN:,,27927834,NONKINETIC,-1,-1,,,,800.0,0
3619844,3621911,VIETNAM (SOUTH),VNAF,1972-02-29,1197065,SEADAB,A-37,NHA TRANG,13.699444,107.435555,,8,845.0,,,0,A37,A37,,,SIPA  51,29,5.0,CLOSE AIR SUPPORT,C210,2,,D,524FS,,,CAMBODIA,,134158N1072608E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  51,YA,27685464,KINETIC,-1,-1,,,,845.0,42480
4326787,4330551,VIETNAM (SOUTH),VNAF,1972-04-21,715650,SEADAB,UH-1,BINH THUY,,,,145,800.0,CARGO (TONS),,0,UH1,UH1,,,99,287,46.0,COMBT TROOP CARRYING,0776,99,,D,227HS,,,SOUTH VIETNAM,,,,,UNIT: 227HS - CALLSIGN:       99,,27204049,NONKINETIC,-1,-1,,,,800.0,0
4712,4724,VIETNAM (SOUTH),VNAF,1971-11-18,675424,SEADAB,UH-1,BINH THUY,,,,5,800.0,CARGO (TONS),,0,UH1,UH1,,,79,330,48.0,LOG TROOP CARRYING,0772,79,,D,211HS,,,SOUTH VIETNAM,,,,,UNIT: 211HS - CALLSIGN:       79,,27163823,NONKINETIC,-1,-1,,,,800.0,0
3480195,3481909,VIETNAM (SOUTH),VNAF,1973-06-20,1791226,SEADAB,UH-1,PLEIKU,,,,3,800.0,PASSENGERS,,0,UH1,UH1,,,,37,48.0,LOG TROOP CARRYING,0762,1,,D,259BH,,,SOUTH VIETNAM,,,,,UNIT: 259BH - CALLSIGN:,,28279624,NONKINETIC,-1,-1,,,,800.0,0
90113,90355,VIETNAM (SOUTH),VNAF,1973-06-28,1595844,SEADAB,UH-1,NHA TRANG,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,,20,50.0,ADMINISTRATIVE,0840,1,,D,219HS,,,SOUTH VIETNAM,,,,,UNIT: 219HS - CALLSIGN:,,28084243,NONKINETIC,-1,-1,,,,800.0,0
4133193,4136508,VIETNAM (SOUTH),VNAF,1973-06-18,771047,SEADAB,O-1,NHA TRANG,,,,0,800.0,,,0,O1,O1,,,,180,18.0,VISUAL RECCE,0778,1,,D,114LS,,,SOUTH VIETNAM,,,,,UNIT: 114LS - CALLSIGN:,,27259446,NONKINETIC,-1,-1,,,,800.0,0
2872996,2874005,VIETNAM (SOUTH),VNAF,1970-12-08,240802,CACTA6570,A-1,BIEN HOA,11.809244,106.1097718,TROOPS,8,540.0,500LB GP MK-82,,500,A1H,A1,,,,30,5,CLOSE AIR SUPPORT,VW004,2,IN COUNTRY,D,V50010,CLEAR,,SOUTH VIETNAM,,48PXU20900570,##ABC11112222,,MISSION: VS3905 - CONTROL_TYPE:  - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,23866079,KINETIC,0,0,,,,548.0,-1
3392453,3393949,VIETNAM (SOUTH),VNAF,1972-12-08,557769,SEADAB,O-1,DANANG,,,,0,800.0,,,0,O1,O1,,,,173,18.0,VISUAL RECCE,0872,17,,D,120LS,,,SOUTH VIETNAM,,,,,UNIT: 120LS - CALLSIGN:,,27046168,NONKINETIC,-1,-1,,,,800.0,0
272923,273638,VIETNAM (SOUTH),VNAF,1972-02-01,697421,SEADAB,AC-47,DANANG,,,,32,2040.0,FLARES-MK24_MK6_LUUI8,,24,AC47,AC47,,,HLONG 05,23,37.0,FLARE DROP,A040,1,,N,817CS,,,SOUTH VIETNAM,,,,,UNIT: 817CS - CALLSIGN: HLONG 05,,27185820,NONKINETIC,-1,-1,,,,2040.0,0
3156234,3157342,VIETNAM (SOUTH),VNAF,1970-05-04,195122,CACTA6570,A-37,DANANG,16.0637552,107.9253097,TROOPS,8,825.0,500LB GP M-64,,561,A37B,A37,,,,26,3,AIR INTERDICTION,VY006,2,IN COUNTRY - SOUTH VIETNAM,D,V50020,OVERCAST,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZC13007820,##ABC11112222,9999NL,MISSION: VS1848 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),BU,23790585,KINETIC,0,0,,,,850.0,-1
4446897,4450942,VIETNAM (SOUTH),VNAF,1972-03-14,1338847,SEADAB,UH-1,BIEN HOA,,,,202,800.0,PASSENGERS,,0,UH1,UH1,,,90,238,46.0,COMBT TROOP CARRYING,0736,90,,D,221HS,,,SOUTH VIETNAM,,,,,UNIT: 221HS - CALLSIGN:       90,,27827246,NONKINETIC,-1,-1,,,,800.0,0
4389453,4393373,VIETNAM (SOUTH),VNAF,1970-12-11,1044283,SEADAB,A-37,BINH THUY,9.848611,105.383055,,8,900.0,,,0,A37,A37,,,SATAN 21,18,5.0,CLOSE AIR SUPPORT,E856,2,,D,526FS,,,SOUTH VIETNAM,,095055N1052259E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 21,WS,27532682,KINETIC,-1,-1,,,,900.0,42480
852338,853446,VIETNAM (SOUTH),VNAF,1966-08-10,3836941,CACTA6669,A-1,TAN SON NHUT,11.13325553,106.4440189,TROOPS,8,650.0,500BLU11/23/32,,500,A1,A1,,,,70,6.0,DIRECT AIR SUPPORT,VS002,3,IN COUNTRY,D,V50100,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PXT580310,##ABC111222,0309N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,25962712,KINETIC,0,0,,,,710.0,-1
197913,198424,VIETNAM (SOUTH),VNAF,1970-11-10,307983,SEADAB,A-1,BIEN HOA,11.836111,105.977777,BASE CAMP AREA,0,400.0,,,0,A1,A1,,,DRAGON R,31,5.0,CLOSE AIR SUPPORT,D268,2,,D,518FS,,,CAMBODIA,,115010N1055840E,DDMMSSN DDDMMSSE,,UNIT: 518FS - CALLSIGN: DRAGON R,XT,26796382,KINETIC,-1,-1,,,RNO WEATHER,400.0,0
3166306,3167414,VIETNAM (SOUTH),VNAF,1965-10-18,921149,CACTA6570,A-1,BIEN HOA,10.86937209,107.4259394,UNKNOWN\UNIDENTIFIED,12,1407.0,500LB GP M-64,,561,A1,A1,,,,20,3,AIR INTERDICTION,01723,2,IN COUNTRY,D,V50030,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PYT655025,##ABC111222,,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,23800657,KINETIC,0,0,,,,1445.0,-1
608741,609843,VIETNAM (SOUTH),VNAF,1974-01-31,1675878,SEADAB,A-37,PHAN RANG,,,,0,800.0,,,0,A37,A37,,,,21,50.0,ADMINISTRATIVE,0844,1,,D,524FS,,,SOUTH VIETNAM,,,,,UNIT: 524FS - CALLSIGN:,,28164276,NONKINETIC,-1,-1,,,,800.0,0
735988,737096,VIETNAM (SOUTH),VNAF,1968-05-10,4550315,CACTA6669,F-5,BIEN HOA,11.67745752,106.466954,TROOPS,12,855.0,500LB GP MK-82,,500,F5C,F5,,,,43,3.0,AIR INTERDICTION,VW008,4,IN COUNTRY - SOUTH VIETNAM,D,V50100,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT60209120,##ABC11112222,0506C,MISSION: VS05-3021 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,26233328,KINETIC,0,0,,,,910.0,-1
3669886,3672047,VIETNAM (SOUTH),VNAF,1972-01-30,1376928,SEADAB,A-37,BINH THUY,10.105555,106.371111,,8,700.0,,,0,A37,A37,,,SATAN 71,20,5.0,CLOSE AIR SUPPORT,E436,2,,D,526FS,,,SOUTH VIETNAM,,100620N1062216E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 71,XS,27865327,KINETIC,-1,-1,,,,700.0,42480
3340766,3342140,VIETNAM (SOUTH),VNAF,1972-11-14,197782,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,,60,53.0,MAINTENANCE,0810,3,,D,219HS,,,SOUTH VIETNAM,,,,,UNIT: 219HS - CALLSIGN:,,26686181,NONKINETIC,-1,-1,,,,800.0,0
3362952,3364374,VIETNAM (SOUTH),VNAF,1971-09-25,355721,SEADAB,UH-1,DANANG,,,,4,800.0,PASSENGERS,,0,UH1,UH1,,,2,30,45.0,COMMAND/CONTROL,0792,2,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:        2,,26844120,NONKINETIC,-1,-1,,,,800.0,0
