,THOR_DATA_VIET_ID,COUNTRYFLYINGMISSION,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,VALID_AIRCRAFT_ROOT,TAKEOFFLOCATION,TGTLATDD_DDD_WGS84,TGTLONDDD_DDD_WGS84,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPECLASS,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,AIRFORCEGROUP,AIRFORCESQDN,CALLSIGN,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTID,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,RELEASEALTITUDE,RELEASEFLTSPEED,RESULTSBDA,TIMEOFFTARGET,WEAPONSLOADEDWEIGHT
3278741,3279962,VIETNAM (SOUTH),VNAF,1971-07-02,1353493,SEADAB,A-1,PLEIKU,16.831666000000002,106.931666,TRENCH,4,940.0,MK81 GP BOMB (250),,250,A1,A1,,,JUPIT 81,20,5.0,CLOSE AIR SUPPORT,B175,2,,D,530FS,,,SOUTH VIETNAM,,164954N1065554E,DDMMSSN DDDMMSSE,,UNIT: 530FS - CALLSIGN: JUPIT 81,VC,27841892,KINETIC,-1,-1,,,DESTROYED,940.0,10400
1064041,1065149,VIETNAM (SOUTH),VNAF,1966-10-29,3472834,CACTA6669,A-1,BINH THUY,,,BUILDINGS,4,705.0,250LB M-57,,272,A1H,A1,,,,42,3.0,AIR INTERDICTION,VB005,2,IN COUNTRY - HEADLIGHT,D,V50040,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,PX543224,,9999N,MISSION: VS4136 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),,25798720,KINETIC,0,0,,,,715.0,-1
222957,223549,VIETNAM (SOUTH),VNAF,1970-07-25,442492,SEADAB,A-37,DANANG,16.545833,106.975555,,8,1130.0,,,0,A37,A37,,,TIGER 41,14,5.0,CLOSE AIR SUPPORT,B755,2,,D,516FS,,,SOUTH VIETNAM,,163245N1065832E,DDMMSSN DDDMMSSE,,UNIT: 516FS - CALLSIGN: TIGER 41,VC,26930891,KINETIC,-1,-1,,,,1130.0,42480
2310629,2311679,VIETNAM (SOUTH),VNAF,1966-07-12,1375095,CACTA6669,A-1,BIEN HOA,10.7943661,106.403047,AREA\DEPOT,12,240.0,500LB GP M-64,,561,A1,A1,,,,60,03,AIR INTERDICTION,VB002,3,IN COUNTRY,D,V50010,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,48PXS537935,##ABC111222,0159N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XS,24439392,KINETIC,0,0,,,,252.0,-1
4271061,4274699,VIETNAM (SOUTH),VNAF,1975-01-14,1479523,SEADAB,UH-1,PHU CAT,,,,31,800.0,PASSENGERS,,0,UH1,UH1,,,,100,48.0,LOG TROOP CARRYING,0838,1,,D,259AH,,,SOUTH VIETNAM,,,,,UNIT: 259AH - CALLSIGN:,,27967922,NONKINETIC,-1,-1,,,,800.0,0
4666806,245200,VIETNAM (SOUTH),VNAF,1971-04-12,553749,SEADAB,A-37,DANANG,15.824166,108.101944,,8,700.0,,,0,A37,A37,,,TIGER 71,24,5.0,CLOSE AIR SUPPORT,B310,2,,D,516FS,,,SOUTH VIETNAM,,154927N1080607E,DDMMSSN DDDMMSSE,,UNIT: 516FS - CALLSIGN: TIGER 71,BU,27042148,KINETIC,-1,-1,,,,700.0,42480
2661610,2662637,VIETNAM (SOUTH),VNAF,1969-11-16,1348184,CACTA6669,A-37,NAH TRANG,12.5384836,107.9647551,BUILDINGS,8,255.0,500BLU11/23/32,,500,A37B,A37,,,,25,3.0,AIR INTERDICTION,VZ003,2,IN COUNTRY - SIPA 21,D,V50105,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZU225878,##ABC111222,9999NU,MISSION: VS2069 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZU,24416108,KINETIC,0,0,,,,315.0,-1
138518,138877,VIETNAM (SOUTH),VNAF,1971-06-11,1843346,SEADAB,UH-1,NHA TRANG,,,,0,800.0,,,0,UH1,UH1,,,6,88,52.0,TRAINING,0809,6,,D,215HS,,,SOUTH VIETNAM,,,,,UNIT: 215HS - CALLSIGN:        6,,28331744,NONKINETIC,-1,-1,,,,800.0,0
95351,95606,VIETNAM (SOUTH),VNAF,1972-09-18,1625991,SEADAB,A-37,DANANG,14.758333,108.730277,FOX HOLES,0,420.0,,,0,A37,A37,,,SCOPRN55,19,5.0,CLOSE AIR SUPPORT,B160,2,,D,528FS,,,SOUTH VIETNAM,,144530N1084349E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCOPRN55,BS,28114389,KINETIC,-1,-1,,,DESTROYED,420.0,0
367656,368607,VIETNAM (SOUTH),VNAF,1971-07-28,1674493,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,6,50,52.0,TRAINING,,6,,D,213HS,,,SOUTH VIETNAM,,,,,UNIT: 213HS - CALLSIGN:        6,,28162891,NONKINETIC,-1,-1,,,,800.0,0
3549680,3551577,VIETNAM (SOUTH),VNAF,1970-05-21,688877,SEADAB,A-37,DANANG,,,,0,1500.0,,,0,A37,A37,,,TIGER 91,0,74.0,EXTRACTION (GPES),B043,2,,D,516FS,,,,,,,,UNIT: 516FS - CALLSIGN: TIGER 91,,27177276,NONKINETIC,-1,-1,,,,1500.0,0
4017951,4020982,VIETNAM (SOUTH),VNAF,1974-03-14,1865759,SEADAB,UH-1,BIEN HOA,,,,0,800.0,,,0,UH1,UH1,,,,30,54.0,AIRBORNE ALERT,0831,1,,D,223HS,,,SOUTH VIETNAM,,,,,UNIT: 223HS - CALLSIGN:,,28354157,NONKINETIC,-1,-1,,,,800.0,0
4229731,4233271,VIETNAM (SOUTH),VNAF,1972-06-03,1267405,SEADAB,A-37,BINH THUY,,,,0,800.0,,,0,A37,A37,,,,12,50.0,ADMINISTRATIVE,0743,2,,D,520FS,,,SOUTH VIETNAM,,,,,UNIT: 520FS - CALLSIGN:,,27755804,NONKINETIC,-1,-1,,,,800.0,0
4452844,4456899,VIETNAM (SOUTH),VNAF,1971-03-12,1369803,SEADAB,A-37,DANANG,16.476944,106.781111,,8,120.0,,,0,A37,A37,,,SCORPN11,25,5.0,CLOSE AIR SUPPORT,B765,2,,D,528FS,,,LAOS,,162837N1064652E,DDMMSSN DDDMMSSE,,UNIT: 528FS - CALLSIGN: SCORPN11,VC,27858202,KINETIC,-1,-1,,,,120.0,42480
4225254,4228781,VIETNAM (SOUTH),VNAF,1972-03-16,1244729,SEADAB,A-1,PLEIKU,14.5275,107.803333,CONFIRM ENEMY LOC,2,710.0,MK81 GP BOMB (250),,250,A1,A1,,,JUPITR71,20,5.0,CLOSE AIR SUPPORT,C272,2,,D,530FS,,,SOUTH VIETNAM,,143139N1074812E,DDMMSSN DDDMMSSE,,UNIT: 530FS - CALLSIGN: JUPITR71,ZB,27733128,KINETIC,-1,-1,,,RNO ****,710.0,5200
231967,232581,VIETNAM (SOUTH),VNAF,1971-11-05,488118,SEADAB,A-37,DANANG,,,,8,50.0,MK81 GP BOMB (250),,250,A37,A37,,,TIGER 21,0,74.0,EXTRACTION (GPES),B105,2,,D,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN: TIGER 21,,26976517,NONKINETIC,-1,-1,,,,50.0,20800
3504788,3506564,VIETNAM (SOUTH),VNAF,1970-04-21,168678,SEADAB,UH-1,NHA TRANG,,,,95,800.0,CARGO (TONS),,0,UH1,UH1,,,78,285,48.0,LOG TROOP CARRYING,7355,78,,D,215HS,,,SOUTH VIETNAM,,,,,UNIT: 215HS - CALLSIGN:       78,,26657077,NONKINETIC,-1,-1,,,,800.0,0
2872637,2873646,VIETNAM (SOUTH),VNAF,1970-05-21,240263,CACTA6570,A-37,BINH THUY,10.4254614,104.4819616,MOUNTAIN PASS,8,750.0,500LB GP MK-82,,500,A37B,A37,,,,30,3,AIR INTERDICTION,VB009,2,IN COUNTRY - PANTHER-,D,V50040,SCATTERED,ABN FWD AIR CNTL (TIGER HOUND),CAMBODIA,,48PVS43305250,##ABC11112222,9999N,MISSION: VS4973 - CONTROL_TYPE: ABN FWD AIR CNTL (TIGER HOUND) - RTCOR: K,VS,23865698,KINETIC,0,0,,,,810.0,-1
121026,121355,VIETNAM (SOUTH),VNAF,1970-03-09,1761136,SEADAB,UH-1,BINH THUY,,,,0,800.0,,,0,UH1,UH1,,,13,0,46.0,COMBT TROOP CARRYING,7364,13,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       13,,28249534,NONKINETIC,-1,-1,,,,800.0,0
3808840,3811349,VIETNAM (SOUTH),VNAF,1971-05-12,278781,SEADAB,C-123,TAN SON NHUT,,,,0,800.0,,,0,C123,C123,,,,23,52.0,TRAINING,0705,2,,D,421TS,,,SOUTH VIETNAM,,,,,UNIT: 421TS - CALLSIGN:,,26767180,NONKINETIC,-1,-1,,,,800.0,0
3372363,3373808,VIETNAM (SOUTH),VNAF,1973-04-10,418237,SEADAB,UH-1,PHU CAT,,,,0,800.0,,,0,UH1,UH1,,,,5,97.0,OTHER,0839,1,,D,243HS,,,SOUTH VIETNAM,,,,,UNIT: 243HS - CALLSIGN:,,26906636,NONKINETIC,-1,-1,,,,800.0,0
2880120,2881129,VIETNAM (SOUTH),VNAF,19700728,206149,CACTA6570,F-5,BIEN HOA,10.651977,107.9155242,TROOPS,6,610.0,500LB GP MK-82,,500,F5A,F5,,,,33,3,AIR INTERDICTION,VW019,3,IN COUNTRY,D,V50100,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PZS19007900,##ABC11112222,0509C,MISSION: VS3721 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),ZS,23873766,KINETIC,0,0,,,,614.0,-1
110662,110967,VIETNAM (SOUTH),VNAF,1974-12-16,1702383,SEADAB,CH-47,DANANG,,,,0,800.0,,,0,CH47,CH47,,,,40,56.0,DEFOL/DEFOL SURVEY,0827,1,,D,247HS,,,SOUTH VIETNAM,,,,,UNIT: 247HS - CALLSIGN:,,28190781,NONKINETIC,-1,-1,,,,800.0,0
3544294,3546180,VIETNAM (SOUTH),VNAF,1972-07-05,626251,SEADAB,UH-1,BINH THUY,,,,12,800.0,PASSENGERS,,0,UH1,UH1,,,23,120,65.0,CASUALTY EVACUATION,0760,23,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       23,,27114650,NONKINETIC,-1,-1,,,,800.0,0
3515247,3517053,VIETNAM (SOUTH),VNAF,1973-07-27,289062,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,50,52.0,TRAINING,0762,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26777461,NONKINETIC,-1,-1,,,,800.0,0
4594632,4599017,VIETNAM (SOUTH),VNAF,1972-07-16,258849,SEADAB,U-17,PLEIKU,,,,0,800.0,,,0,U17,U17,,,,20,50.0,ADMINISTRATIVE,0802,1,,D,118LS,,,SOUTH VIETNAM,,,,,UNIT: 118LS - CALLSIGN:,,26747248,NONKINETIC,-1,-1,,,,800.0,0
3374345,3375793,VIETNAM (SOUTH),VNAF,1973-07-17,433143,SEADAB,O-1,NHA TRANG,,,,0,800.0,,,0,O1,O1,,,,95,52.0,TRAINING,0801,1,,D,114LS,,,SOUTH VIETNAM,,,,,UNIT: 114LS - CALLSIGN:,,26921542,NONKINETIC,-1,-1,,,,800.0,0
3909727,3912513,VIETNAM (SOUTH),VNAF,1971-02-24,803773,SEADAB,A-37,DANANG,15.113888,107.943055,,8,1005.0,,,0,A37,A37,,,TIGER 21,21,5.0,CLOSE AIR SUPPORT,B466,2,,D,516FS,,,SOUTH VIETNAM,,150650N1075635E,DDMMSSN DDDMMSSE,,UNIT: 516FS - CALLSIGN: TIGER 21,ZB,27292172,KINETIC,-1,-1,,,,1005.0,42480
115348,115664,VIETNAM (SOUTH),VNAF,1970-07-19,1731403,SEADAB,UH-1,BINH THUY,,,,6,800.0,PASSENGERS,,0,UH1,UH1,,,23,128,45.0,COMMAND/CONTROL,7353,23,,D,217HS,,,SOUTH VIETNAM,,,,,UNIT: 217HS - CALLSIGN:       23,,28219801,NONKINETIC,-1,-1,,,,800.0,0
4005581,4008584,VIETNAM (SOUTH),VNAF,1970-11-20,1793871,SEADAB,O-1,DANANG,,,,0,800.0,,,0,O1,O1,,,,159,36.0,FAC/TAC,7394,7,,D,110LS,,,SOUTH VIETNAM,,,,,UNIT: 110LS - CALLSIGN:,,28282269,NONKINETIC,-1,-1,,,,800.0,0
22371,22424,VIETNAM (SOUTH),VNAF,1974-12-14,1239999,SEADAB,O-1,BIEN HOA,,,,0,800.0,,,0,O1,O1,,,,37,52.0,TRAINING,0761,1,,D,124LS,,,SOUTH VIETNAM,,,,,UNIT: 124LS - CALLSIGN:,,27728398,NONKINETIC,-1,-1,,,,800.0,0
4537523,4541764,VIETNAM (SOUTH),VNAF,1974-11-17,1812666,SEADAB,CH-47,PHU CAT,,,,33,800.0,PASSENGERS,,0,CH47,CH47,,,,33,47.0,COMBT CARGO CARRYING,0742,1,,D,241HS,,,SOUTH VIETNAM,,,,,UNIT: 241HS - CALLSIGN:,,28301064,NONKINETIC,-1,-1,,,,800.0,0
4072449,4075626,VIETNAM (SOUTH),VNAF,1970-05-29,450806,SEADAB,A-1,TAN SON NHUT,10.971944,106.089166,,12,630.0,,,0,A1,A1,,,PHOENIXD,28,5.0,CLOSE AIR SUPPORT,D066,2,,D,514FS,,,,,105819N1060521E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENIXD,XS,26939205,KINETIC,-1,-1,,,,630.0,63720
1043877,1044985,VIETNAM (SOUTH),VNAF,1967-10-08,3430524,CACTA6669,A-1,BINH THUY,10.20957898,105.7859621,BUILDINGS,6,645.0,CBU-14/25,,250,A1H,A1,,,,35,3.0,AIR INTERDICTION,VB004,3,IN COUNTRY - C NDOR,D,V50040,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PWS86402860,##ABC11112222,9999 N,MISSION: VS4613 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),WS,25778500,KINETIC,0,0,,,,655.0,-1
3663296,3665451,VIETNAM (SOUTH),VNAF,1971-09-30,1344742,SEADAB,A-37,BINH THUY,10.005555,105.596944,CONFIRM ENEMY LOC,6,434.0,MK81 GP BOMB (250),,250,A37,A37,,,SATAN 81,8,5.0,CLOSE AIR SUPPORT,E439,2,,D,526FS,,,SOUTH VIETNAM,,100020N1053549E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 81,WS,27833141,KINETIC,-1,-1,,,RNO ****,434.0,15600
4463597,4467674,VIETNAM (SOUTH),VNAF,1970-10-18,1427523,SEADAB,AC-47,TAN SON NHUT,,,,23,620.0,FLARES-MK24_MK6_LUUI8,,24,AC47,AC47,,,H LONG03,35,37.0,FLARE DROP,A803,1,,N,817CS,,,SOUTH VIETNAM,,,,,UNIT: 817CS - CALLSIGN: H LONG03,,27915922,NONKINETIC,-1,-1,,,,620.0,0
163558,163978,VIETNAM (SOUTH),VNAF,1972-03-28,127455,SEADAB,A-37,DANANG,,,,0,0.0,,,0,A37,A37,,,SCORPN21,0,,,B154,2,,,528FS,,,SOUTH VIETNAM,,,,,UNIT: 528FS - CALLSIGN: SCORPN21,,26615854,NONKINETIC,-1,-1,,,,0.0,0
3251879,3253037,VIETNAM (SOUTH),VNAF,1970-06-01,1159786,SEADAB,O-1,BINH THUY,,,,0,1.0,,,0,O1,O1,,,,42,18.0,VISUAL RECCE,7303,2,,D,116LS,,,CAMBODIA,,,,,UNIT: 116LS - CALLSIGN:,,27648185,NONKINETIC,-1,-1,,,,1.0,0
4620629,4625085,VIETNAM (SOUTH),VNAF,1975-01-21,394107,SEADAB,UH-1,PLEIKU,,,,0,800.0,,,0,UH1,UH1,,,,10,18.0,VISUAL RECCE,0737,1,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:,,26882506,NONKINETIC,-1,-1,,,,800.0,0
4138288,4141612,VIETNAM (SOUTH),VNAF,1972-01-25,794476,SEADAB,UH-1,PLEIKU,,,,37,800.0,LAU3/MA RKT LCHR (19),,342,UH1,UH1,,,11,109,44.0,ARMED HELICOPTER,0855,11,,D,235HS,,,SOUTH VIETNAM,,,,,UNIT: 235HS - CALLSIGN:       11,,27282875,KINETIC,-1,-1,,,,800.0,159470
18159,18204,VIETNAM (SOUTH),VNAF,1971-06-11,1217585,SEADAB,O-1,BINH THUY,,,,0,800.0,,,0,O1,O1,,,,60,52.0,TRAINING,0753,5,,D,122LS,,,SOUTH VIETNAM,,,,,UNIT: 122LS - CALLSIGN:,,27705984,NONKINETIC,-1,-1,,,,800.0,0
746881,747989,VIETNAM (SOUTH),VNAF,1966-04-06,4583687,CACTA6669,A-1,NHA TRANG,12.7276933,109.1832462,TROOPS,8,800.0,M-3,,50,A1,A1,,,,60,3.0,AIR INTERDICTION,J0007,2,IN COUNTRY,D,V50105,,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,,49PCQ031076,##ABC111222,0209N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),BQ,26244271,KINETIC,0,0,,,,900.0,-1
3809793,3812304,VIETNAM (SOUTH),VNAF,1971-07-08,290415,SEADAB,A-37,NHA TRANG,13.730555,108.605555,CONFIRM ENEMY LOC,8,710.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,SIPA  71,12,5.0,CLOSE AIR SUPPORT,C215,2,,D,524FS,,,SOUTH VIETNAM,,134350N1083620E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  71,BR,26778814,KINETIC,-1,-1,,,TARGET,710.0,42480
233873,234491,VIETNAM (SOUTH),VNAF,1971-11-01,490028,SEADAB,A-37,DANANG,16.850277,106.888611,CONFIRM ENEMY LOC,4,340.0,MK81 GP BOMB (250),,250,A37,A37,,,TIGER 51,36,5.0,CLOSE AIR SUPPORT,B111,2,,D,516FS,,,SOUTH VIETNAM,,165101N1065319E,DDMMSSN DDDMMSSE,,UNIT: 516FS - CALLSIGN: TIGER 51,VC,26978427,KINETIC,-1,-1,,,RNO ****,340.0,10400
3475116,3476816,VIETNAM (SOUTH),VNAF,1971-01-16,1759318,SEADAB,A-1,BIEN HOA,10.879166,103.776666,,12,30.0,,,0,A1,A1,,,PHOENIXA,20,5.0,CLOSE AIR SUPPORT,E551,2,,D,514FS,,,CAMBODIA,,105245N1034636E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENIXA,US,28247716,KINETIC,-1,-1,,,,30.0,63720
2711533,2712560,VIETNAM (SOUTH),VNAF,1967-04-03,994736,CACTA6669,A-1,BIEN HOA,11.19663577,106.4260152,TROOPS,8,100.0,250LB MK-81,,260,A1H,A1,,,,44,6.0,DIRECT AIR SUPPORT,VW001,2,IN COUNTRY - SOUTH VIETNAM,D,V50030,CLEAR,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXT560380,##ABC111222,9995H,MISSION: VS3781 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),XT,24090727,KINETIC,0,0,,,,920.0,-1
849956,851064,VIETNAM (SOUTH),VNAF,1968-08-21,3831403,CACTA6669,A-1,BINH THUY,10.03700626,106.0492727,BUILDINGS,6,330.0,250LB MK-81,,260,A1H,A1,,,,20,3.0,AIR INTERDICTION,VB004,2,IN COUNTRY - SCORPION,D,V50040,SCATTERED,ABN FWD AIR CNTL,SOUTH VIETNAM,,48PXS15300960,##ABC11112222,9999N,MISSION: VS4313 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,25960326,KINETIC,0,0,,,,347.0,-1
4441295,4445328,VIETNAM (SOUTH),VNAF,1972-10-18,1315153,SEADAB,F-5,BIEN HOA,11.254444,106.212222,,0,800.0,,,0,F5,F5,,,FALCON41,24,5.0,CLOSE AIR SUPPORT,D376,3,,D,522FS,,,SOUTH VIETNAM,,111516N1061244E,DDMMSSN DDDMMSSE,,UNIT: 522FS - CALLSIGN: FALCON41,XT,27803552,KINETIC,-1,-1,,,,800.0,0
2290405,2291455,VIETNAM (SOUTH),VNAF,1969-05-06,1816221,CACTA6669,A-37,NAH TRANG,11.47838417,108.4576341,BASE,12,415.0,250LB MK-81,,260,A37A,A37,,,,10,3.0,AIR INTERDICTION,VZ004,2,IN COUNTRY - SIPA,D,V50105,UNDERCAST,ABN FWD AIR CNTL,SOUTH VIETNAM,,49PBN23007000,##ABC11112222,9999NU,MISSION: VS2405 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA II (IN-COUNTRY MISSIONS) OR RTE AREA 2 (OUT-OF-COUNTRY MISSIONS),ZT,24794636,KINETIC,0,0,,,,445.0,-1
4300818,4304516,VIETNAM (SOUTH),VNAF,1974-04-19,89410,SEADAB,A-37,BINH THUY,,,,8,800.0,MK 82 GP BOMB (500) LD,,500,A37,A37,,,,17,5.0,CLOSE AIR SUPPORT,0845,1,,D,546FS,,,SOUTH VIETNAM,,,,,UNIT: 546FS - CALLSIGN:,,26577721,KINETIC,-1,-1,,,,800.0,42480
1564741,1565848,VIETNAM (SOUTH),VNAF,1967-05-20,2378004,CACTA6669,A-1,DANANG,16.96544049,107.0313669,TROOPS,0,135.0,,,0,A1H,A1,,,,60,06,DIRECT AIR SUPPORT,VY011,2,IN COUNTRY - SOUTH VIETNAM,D,V50020,,ABN FWD AIR CNTL,SOUTH VIETNAM,,48QYD166767,##ABC111222,9999NF,MISSION: VS1741 - CONTROL_TYPE: ABN FWD AIR CNTL - RTCOR: CORPS AREA I (IN-COUNTRY MISSIONS) OR RTE AREA 1 (OUT-OF-COUNTRY MISSIONS),YE,25186482,KINETIC,0,18,,,,300.0,-1
81750,81965,VIETNAM (SOUTH),VNAF,1970-12-19,1552959,SEADAB,A-1,BIEN HOA,12.1775,105.331944,CONFIRM ENEMY LOC,0,800.0,,,0,A1,A1,,,PHOENIXA,20,5.0,CLOSE AIR SUPPORT,D203,2,,D,514FS,,,CAMBODIA,,121039N1051955E,DDMMSSN DDDMMSSE,,UNIT: 514FS - CALLSIGN: PHOENIXA,WU,28041358,KINETIC,-1,-1,,,RNO ****,800.0,0
4320319,4324064,VIETNAM (SOUTH),VNAF,1971-05-17,656488,SEADAB,A-1,BIEN HOA,,,,0,800.0,,,0,A1,A1,,,,13,53.0,MAINTENANCE,0723,1,,D,514FS,,,SOUTH VIETNAM,,,,,UNIT: 514FS - CALLSIGN:,,27144887,NONKINETIC,-1,-1,,,,800.0,0
3458886,3460551,VIETNAM (SOUTH),VNAF,1973-07-18,1639313,SEADAB,C-130,TAN SON NHUT,,,,19,800.0,PASSENGERS,,0,C130,C130,,,,63,48.0,LOG TROOP CARRYING,0786,1,,D,437TS,,,SOUTH VIETNAM,,,,,UNIT: 437TS - CALLSIGN:,,28127711,NONKINETIC,-1,-1,,,,800.0,0
4072447,4075624,VIETNAM (SOUTH),VNAF,1972-09-29,450804,SEADAB,A-1,TAN SON NHUT,,,,0,0.0,,,0,A1,A1,,,DRAGON A,0,,,D303,2,,,518FS,,,SOUTH VIETNAM,,,,,UNIT: 518FS - CALLSIGN: DRAGON A,,26939203,NONKINETIC,-1,-1,,,,0.0,0
3447742,3449377,VIETNAM (SOUTH),VNAF,1971-04-10,956100,SEADAB,A-37,BINH THUY,9.564722,104.874166,,4,100.0,MK81 GP BOMB (250),,250,A37,A37,,,SATAN 21,24,5.0,CLOSE AIR SUPPORT,E166,2,,D,526FS,,,SOUTH VIETNAM,,093353N1045227E,DDMMSSN DDDMMSSE,,UNIT: 526FS - CALLSIGN: SATAN 21,VR,27444499,KINETIC,-1,-1,,,DESTROYED,100.0,10400
4413152,4417120,VIETNAM (SOUTH),VNAF,1971-03-26,1166055,SEADAB,A-37,BINH THUY,9.569166,104.870555,,4,730.0,,,0,A37,A37,,,PANTHR51,26,5.0,CLOSE AIR SUPPORT,E875,2,,D,520FS,,,SOUTH VIETNAM,,093409N1045214E,DDMMSSN DDDMMSSE,,UNIT: 520FS - CALLSIGN: PANTHR51,VR,27654454,KINETIC,-1,-1,,,,730.0,21240
3693523,3695736,VIETNAM (SOUTH),VNAF,1971-12-11,1454503,SEADAB,A-37,DANANG,,,,0,0.0,,,0,A37,A37,,,TIGER 81,0,,,B117,2,,,516FS,,,SOUTH VIETNAM,,,,,UNIT: 516FS - CALLSIGN: TIGER 81,,27942902,NONKINETIC,-1,-1,,,,0.0,0
198322,198835,VIETNAM (SOUTH),VNAF,1972-09-01,308394,SEADAB,A-37,NHA TRANG,13.904166,109.126666,,2,930.0,,,0,A37,A37,,,SIPA  C1,26,5.0,CLOSE AIR SUPPORT,C225,2,,D,524FS,,,SOUTH VIETNAM,,135415N1090736E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  C1,BR,26796793,KINETIC,-1,-1,,,,930.0,5200
3785274,3787715,VIETNAM (SOUTH),VNAF,1973-03-22,163185,SEADAB,UH-1,DANANG,,,,0,800.0,,,0,UH1,UH1,,,,20,53.0,MAINTENANCE,0718,1,,D,239HS,,,SOUTH VIETNAM,,,,,UNIT: 239HS - CALLSIGN:,,26651584,NONKINETIC,-1,-1,,,,800.0,0
250338,250997,VIETNAM (SOUTH),VNAF,1975-04-18,577736,SEADAB,F-5,BIEN HOA,,,,40,800.0,MK 82 GP BOMB (500) LD,,500,F5,F5,,,,110,5.0,CLOSE AIR SUPPORT,0740,1,,D,522FS,,,SOUTH VIETNAM,,,,,UNIT: 522FS - CALLSIGN:,,27066135,KINETIC,-1,-1,,,,800.0,212400
4421815,4425804,VIETNAM (SOUTH),VNAF,1971-04-10,1211252,SEADAB,A-37,NHA TRANG,14.631944,107.751944,CONFIRM ENEMY LOC,4,920.0,MK81 GP BOMB (250),,250,A37,A37,,,SIPA  71,31,5.0,CLOSE AIR SUPPORT,C756,2,,D,524FS,,,SOUTH VIETNAM,,143755N1074507E,DDMMSSN DDDMMSSE,,UNIT: 524FS - CALLSIGN: SIPA  71,ZB,27699651,KINETIC,-1,-1,,,RNO ****,920.0,10400
